comparison_id	set_name	region_class	gene_id	gene_name	peak_hit_count	unique_peak_count	transcript_count	transcript_ids
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000185420.19	SMYD3	208	208	4	ENST00000403792.7;ENST00000490107.6;ENST00000630181.2;ENST00000651181.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000166501.15	PRKCB	176	176	9	ENST00000321728.12;ENST00000643927.1;ENST00000867666.1;ENST00000914401.1;ENST00000965655.1;ENST00000965656.1;ENST00000965657.1;ENST00000965658.1;ENST00000965659.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000283117.2	MGC4859	174	174	7	ENST00000422697.1;ENST00000634803.1;ENST00000804836.1;ENST00000804837.1;ENST00000804845.1;ENST00000804849.1;ENST00000804851.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000229140.13	CCDC26	165	165	30	ENST00000630386.2;ENST00000642958.2;ENST00000643616.1;ENST00000644194.1;ENST00000663066.2;ENST00000667974.1;ENST00000674580.1;ENST00000674656.1;ENST00000674741.1;ENST00000674762.1;ENST00000675072.1;ENST00000675388.1;ENST00000675393.1;ENST00000675435.1;ENST00000675589.1;ENST00000675599.1;ENST00000675878.1;ENST00000675948.1;ENST00000675970.1;ENST00000676248.1;ENST00000676407.1;ENST00000822340.1;ENST00000822341.1;ENST00000826890.1;ENST00000827342.1;ENST00000827344.1;ENST00000827345.1;ENST00000827350.1;ENST00000827352.1;ENST00000827354.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000185305.12	ARL15	140	140	3	ENST00000502271.5;ENST00000504924.6;ENST00000507646.2
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000196565.15	ENSG00000239920	136	136	4	ENST00000292896.3;ENST00000380237.5;ENST00000380252.6;ENST00000380259.7
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000239920.2	HBG2	136	136	4	ENST00000292896.3;ENST00000380237.5;ENST00000380252.6;ENST00000380259.7
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000213931.7	HBE1	135	135	4	ENST00000292896.3;ENST00000380237.5;ENST00000380252.6;ENST00000380259.7
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000182256.13	GABRG3	127	127	5	ENST00000333743.10;ENST00000555083.5;ENST00000615808.5;ENST00000660679.1;ENST00000663358.2
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000290606.3	ENSG00000290606	117	117	18	ENST00000592716.1;ENST00000592931.1;ENST00000593065.6;ENST00000636857.1;ENST00000716068.1;ENST00000716069.1;ENST00000716070.1;ENST00000716071.1;ENST00000716072.1;ENST00000716073.1;ENST00000785636.1;ENST00000785637.1;ENST00000785638.1;ENST00000785639.1;ENST00000785762.1;ENST00000810399.1;ENST00000810402.1;ENST00000810403.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000184903.10	IMMP2L	110	110	5	ENST00000331762.7;ENST00000405709.7;ENST00000447215.5;ENST00000450877.5;ENST00000452895.5
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000189229.13	ENSG00000189229	106	106	11	ENST00000655753.1;ENST00000658468.1;ENST00000659827.1;ENST00000660054.1;ENST00000661518.1;ENST00000662846.1;ENST00000668643.1;ENST00000670757.2;ENST00000812233.1;ENST00000812350.1;ENST00000812353.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000197157.12	SND1	101	101	23	ENST00000354725.8;ENST00000903601.1;ENST00000903602.1;ENST00000903603.1;ENST00000903604.1;ENST00000903605.1;ENST00000903606.1;ENST00000903607.1;ENST00000903608.1;ENST00000903609.1;ENST00000915263.1;ENST00000915264.1;ENST00000915265.1;ENST00000915266.1;ENST00000915267.1;ENST00000915268.1;ENST00000944748.1;ENST00000944749.1;ENST00000944750.1;ENST00000944751.1;ENST00000944752.1;ENST00000944753.1;ENST00000944754.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000171310.11	CHST11	90	90	5	ENST00000303694.6;ENST00000546689.1;ENST00000547956.1;ENST00000549260.5;ENST00000805737.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000157985.20	AGAP1	89	89	10	ENST00000304032.13;ENST00000336665.9;ENST00000409457.5;ENST00000409538.5;ENST00000418654.2;ENST00000440101.1;ENST00000448025.6;ENST00000635100.2;ENST00000699337.1;ENST00000725223.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000175029.18	CTBP2	87	87	117	ENST00000337195.11;ENST00000411419.7;ENST00000494626.6;ENST00000531469.5;ENST00000904058.1;ENST00000904059.1;ENST00000904060.1;ENST00000904061.1;ENST00000904062.1;ENST00000904063.1;ENST00000904064.1;ENST00000904065.1;ENST00000904066.1;ENST00000904067.1;ENST00000904068.1;ENST00000904069.1;ENST00000904070.1;ENST00000904071.1;ENST00000904072.1;ENST00000904073.1;ENST00000904074.1;ENST00000904075.1;ENST00000904076.1;ENST00000904077.1;ENST00000904078.1;ENST00000904079.1;ENST00000904080.1;ENST00000904081.1;ENST00000904082.1;ENST00000904083.1;ENST00000904084.1;ENST00000904085.1;ENST00000904086.1;ENST00000904087.1;ENST00000904088.1;ENST00000904089.1;ENST00000904090.1;ENST00000904091.1;ENST00000904092.1;ENST00000904093.1;ENST00000904094.1;ENST00000904095.1;ENST00000904096.1;ENST00000904097.1;ENST00000904098.1;ENST00000904099.1;ENST00000904100.1;ENST00000904101.1;ENST00000904102.1;ENST00000904103.1;ENST00000904104.1;ENST00000904105.1;ENST00000904106.1;ENST00000904107.1;ENST00000904108.1;ENST00000904109.1;ENST00000904110.1;ENST00000904111.1;ENST00000904112.1;ENST00000927613.1;ENST00000927614.1;ENST00000927615.1;ENST00000927616.1;ENST00000927617.1;ENST00000927618.1;ENST00000927619.1;ENST00000927620.1;ENST00000927621.1;ENST00000927622.1;ENST00000927623.1;ENST00000927624.1;ENST00000927625.1;ENST00000927626.1;ENST00000927627.1;ENST00000927628.1;ENST00000927629.1;ENST00000927630.1;ENST00000927631.1;ENST00000927632.1;ENST00000927633.1;ENST00000927634.1;ENST00000927635.1;ENST00000927636.1;ENST00000927637.1;ENST00000927638.1;ENST00000927639.1;ENST00000927640.1;ENST00000927641.1;ENST00000927642.1;ENST00000927643.1;ENST00000927644.1;ENST00000966923.1;ENST00000966924.1;ENST00000966925.1;ENST00000966926.1;ENST00000966927.1;ENST00000966928.1;ENST00000966929.1;ENST00000966930.1;ENST00000966931.1;ENST00000966932.1;ENST00000966933.1;ENST00000966934.1;ENST00000966935.1;ENST00000966936.1;ENST00000966937.1;ENST00000966938.1;ENST00000966939.1;ENST00000966940.1;ENST00000966941.1;ENST00000966942.1;ENST00000966943.1;ENST00000966944.1;ENST00000966945.1;ENST00000966946.1;ENST00000966947.1;ENST00000966948.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000224271.9	EPIC1	87	87	20	ENST00000423737.5;ENST00000426452.2;ENST00000650884.1;ENST00000650895.1;ENST00000650924.1;ENST00000651033.2;ENST00000651270.1;ENST00000651403.1;ENST00000651445.1;ENST00000651458.1;ENST00000651538.1;ENST00000651884.1;ENST00000651939.1;ENST00000651948.2;ENST00000652072.1;ENST00000652080.1;ENST00000652399.1;ENST00000652505.1;ENST00000664761.1;ENST00000665418.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000106034.19	CPED1	86	86	10	ENST00000310396.10;ENST00000340646.9;ENST00000423795.5;ENST00000450913.6;ENST00000821737.1;ENST00000942582.1;ENST00000942583.1;ENST00000942584.1;ENST00000942585.1;ENST00000942586.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000008083.15	JARID2	85	85	9	ENST00000341776.7;ENST00000397311.4;ENST00000853926.1;ENST00000853927.1;ENST00000930272.1;ENST00000930273.1;ENST00000930274.1;ENST00000930275.1;ENST00000930276.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000225546.7	LINC02476	84	84	5	ENST00000426413.2;ENST00000660268.1;ENST00000804423.1;ENST00000804424.1;ENST00000804426.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000188511.15	MIR3667HG	84	84	11	ENST00000400023.5;ENST00000405854.5;ENST00000414287.6;ENST00000420902.2;ENST00000498829.1;ENST00000717451.1;ENST00000752354.1;ENST00000752355.1;ENST00000752358.1;ENST00000752360.1;ENST00000752361.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000115896.17	PLCL1	80	80	1	ENST00000428675.6
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000169946.15	ZFPM2	80	80	8	ENST00000407775.7;ENST00000517361.1;ENST00000520433.5;ENST00000520492.5;ENST00000524045.6;ENST00000647695.1;ENST00000821409.1;ENST00000941376.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000129682.17	FGF13	79	79	8	ENST00000305414.9;ENST00000315930.11;ENST00000436198.6;ENST00000438238.1;ENST00000441825.8;ENST00000446383.5;ENST00000626909.2;ENST00000875444.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000169071.16	ROR2	79	79	5	ENST00000375708.4;ENST00000375715.5;ENST00000912486.1;ENST00000912487.1;ENST00000964760.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000097007.21	ABL1	74	74	6	ENST00000318560.6;ENST00000372348.9;ENST00000842460.1;ENST00000929253.1;ENST00000929254.1;ENST00000929255.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000189283.11	FHIT	72	72	3	ENST00000468189.5;ENST00000476844.5;ENST00000492590.6
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000253394.7	LINC00534	72	72	16	ENST00000517400.6;ENST00000521975.2;ENST00000523406.2;ENST00000653734.1;ENST00000654946.1;ENST00000655219.1;ENST00000655523.1;ENST00000658299.1;ENST00000659030.1;ENST00000661519.1;ENST00000662145.1;ENST00000662692.1;ENST00000663098.1;ENST00000663619.1;ENST00000665012.1;ENST00000667296.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000253799.2	LINC01030	72	72	16	ENST00000517400.6;ENST00000521975.2;ENST00000523406.2;ENST00000653734.1;ENST00000654946.1;ENST00000655219.1;ENST00000655523.1;ENST00000658299.1;ENST00000659030.1;ENST00000661519.1;ENST00000662145.1;ENST00000662692.1;ENST00000663098.1;ENST00000663619.1;ENST00000665012.1;ENST00000667296.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000185104.22	FAF1	71	71	14	ENST00000396153.7;ENST00000424664.1;ENST00000754098.1;ENST00000888953.1;ENST00000888956.1;ENST00000888958.1;ENST00000888960.1;ENST00000888962.1;ENST00000888964.1;ENST00000952057.1;ENST00000952058.1;ENST00000952059.1;ENST00000952060.1;ENST00000952061.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000135298.15	ADGRB3	69	69	4	ENST00000370598.6;ENST00000546190.5;ENST00000796220.1;ENST00000832683.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000138756.20	BMP2K	69	69	3	ENST00000502613.3;ENST00000502871.5;ENST00000858772.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000129993.15	CBFA2T3	68	68	6	ENST00000268679.9;ENST00000327483.9;ENST00000378347.2;ENST00000565053.1;ENST00000737658.1;ENST00000737659.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000152061.24	RABGAP1L	68	68	12	ENST00000251507.8;ENST00000325589.9;ENST00000347255.6;ENST00000357444.10;ENST00000367687.5;ENST00000367690.5;ENST00000392064.6;ENST00000452442.5;ENST00000478442.5;ENST00000486220.5;ENST00000489615.5;ENST00000681986.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000167522.18	ANKRD11	66	66	16	ENST00000301030.10;ENST00000378330.7;ENST00000563291.1;ENST00000566858.5;ENST00000567736.6;ENST00000642333.1;ENST00000642600.2;ENST00000642695.1;ENST00000644045.1;ENST00000644784.1;ENST00000646838.1;ENST00000646975.1;ENST00000647238.1;ENST00000657156.1;ENST00000683497.1;ENST00000711617.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000131558.17	EXOC4	66	66	7	ENST00000253861.5;ENST00000393161.6;ENST00000850617.1;ENST00000852803.1;ENST00000933610.1;ENST00000933611.1;ENST00000941115.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000147905.19	ZCCHC7	66	66	26	ENST00000322831.6;ENST00000336755.10;ENST00000534928.5;ENST00000908248.1;ENST00000908249.1;ENST00000908250.1;ENST00000908251.1;ENST00000908252.1;ENST00000908253.1;ENST00000908254.1;ENST00000908255.1;ENST00000908256.1;ENST00000908257.1;ENST00000908258.1;ENST00000936927.1;ENST00000936928.1;ENST00000936929.1;ENST00000936930.1;ENST00000936931.1;ENST00000936932.1;ENST00000936933.1;ENST00000936934.1;ENST00000936935.1;ENST00000936936.1;ENST00000936937.1;ENST00000962617.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000123066.9	MED13L	65	65	2	ENST00000281928.9;ENST00000650226.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000151779.15	NBAS	64	64	6	ENST00000281513.10;ENST00000700066.1;ENST00000901626.1;ENST00000914564.1;ENST00000914565.1;ENST00000957312.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000142599.21	RERE	64	64	10	ENST00000337907.7;ENST00000377464.5;ENST00000400907.6;ENST00000400908.7;ENST00000465125.2;ENST00000476556.5;ENST00000653698.1;ENST00000659924.1;ENST00000704049.1;ENST00000864419.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000047648.23	ARHGAP6	62	62	5	ENST00000303025.10;ENST00000337414.9;ENST00000380718.1;ENST00000380736.5;ENST00000657361.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000125257.17	ABCC4	61	61	14	ENST00000536256.3;ENST00000629385.1;ENST00000645237.2;ENST00000646439.1;ENST00000701353.2;ENST00000903573.1;ENST00000903574.1;ENST00000932202.1;ENST00000932203.1;ENST00000932204.1;ENST00000932205.1;ENST00000932206.1;ENST00000967420.1;ENST00000967421.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000152601.19	MBNL1	59	59	36	ENST00000282486.10;ENST00000282488.11;ENST00000324196.9;ENST00000324210.10;ENST00000355460.6;ENST00000357472.7;ENST00000463374.5;ENST00000465907.6;ENST00000485509.5;ENST00000485910.5;ENST00000492948.5;ENST00000493459.5;ENST00000498502.5;ENST00000545754.5;ENST00000868242.1;ENST00000868243.1;ENST00000868244.1;ENST00000868245.1;ENST00000868246.1;ENST00000868247.1;ENST00000868248.1;ENST00000868249.1;ENST00000868250.1;ENST00000868251.1;ENST00000911754.1;ENST00000911755.1;ENST00000970058.1;ENST00000970059.1;ENST00000970060.1;ENST00000970061.1;ENST00000970062.1;ENST00000970063.1;ENST00000970064.1;ENST00000970065.1;ENST00000970066.1;ENST00000970067.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000116675.16	DNAJC6	58	58	5	ENST00000263441.11;ENST00000371069.5;ENST00000395325.7;ENST00000435739.1;ENST00000702949.2
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000196628.21	TCF4	58	58	49	ENST00000354452.8;ENST00000356073.8;ENST00000398339.5;ENST00000457482.7;ENST00000537578.5;ENST00000537856.7;ENST00000540999.5;ENST00000543082.5;ENST00000544241.6;ENST00000561831.7;ENST00000561992.5;ENST00000564228.5;ENST00000564403.6;ENST00000564999.5;ENST00000565018.6;ENST00000566279.5;ENST00000566286.5;ENST00000567880.5;ENST00000568673.5;ENST00000568740.5;ENST00000570177.6;ENST00000570287.6;ENST00000586467.2;ENST00000616053.4;ENST00000626584.2;ENST00000629387.2;ENST00000635822.2;ENST00000636400.2;ENST00000636822.2;ENST00000637169.2;ENST00000638154.3;ENST00000643689.1;ENST00000675707.1;ENST00000856114.1;ENST00000856115.1;ENST00000856116.1;ENST00000856117.1;ENST00000856118.1;ENST00000856119.1;ENST00000856120.1;ENST00000856121.1;ENST00000936493.1;ENST00000936494.1;ENST00000936495.1;ENST00000936496.1;ENST00000936497.1;ENST00000936498.1;ENST00000941604.1;ENST00000941605.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000259560.3	ENSG00000259560	56	56	5	ENST00000560439.1;ENST00000670668.1;ENST00000785500.1;ENST00000785506.1;ENST00000785643.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000198879.13	SFMBT2	56	56	7	ENST00000361972.8;ENST00000379711.2;ENST00000379713.8;ENST00000397167.6;ENST00000673876.1;ENST00000683762.1;ENST00000684547.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000183032.12	SLC25A21	56	56	2	ENST00000331299.6;ENST00000555449.5
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000235335.4	B3GALT1-AS1	55	55	5	ENST00000392690.4;ENST00000670221.1;ENST00000821874.1;ENST00000829689.1;ENST00000970731.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000106070.21	GRB10	55	55	16	ENST00000335866.7;ENST00000357271.9;ENST00000398810.6;ENST00000398812.6;ENST00000401949.6;ENST00000402497.6;ENST00000402578.5;ENST00000403097.6;ENST00000406641.5;ENST00000407526.6;ENST00000643299.1;ENST00000644879.1;ENST00000645075.2;ENST00000876184.1;ENST00000918859.1;ENST00000918860.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000157600.14	TMEM164	55	55	9	ENST00000288381.4;ENST00000372068.7;ENST00000372072.7;ENST00000372073.5;ENST00000464177.2;ENST00000896192.1;ENST00000896193.1;ENST00000896194.1;ENST00000956907.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000153815.18	CMIP	54	54	7	ENST00000398040.8;ENST00000537098.8;ENST00000539778.6;ENST00000566462.2;ENST00000566513.5;ENST00000749040.1;ENST00000749111.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000164199.18	ADGRV1	53	53	5	ENST00000405460.9;ENST00000639821.1;ENST00000640815.1;ENST00000648543.1;ENST00000650004.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000153046.19	CDYL	53	53	10	ENST00000328908.9;ENST00000343762.5;ENST00000397588.8;ENST00000449732.6;ENST00000891794.1;ENST00000891795.1;ENST00000911902.1;ENST00000942154.1;ENST00000942155.1;ENST00000942156.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000198589.16	LRBA	53	53	13	ENST00000357115.9;ENST00000503716.5;ENST00000507224.5;ENST00000510413.5;ENST00000648626.1;ENST00000651695.2;ENST00000651943.2;ENST00000697127.1;ENST00000911749.1;ENST00000911750.1;ENST00000911751.1;ENST00000911752.1;ENST00000911753.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000108100.19	CCNY	52	52	19	ENST00000265375.13;ENST00000339497.7;ENST00000374704.8;ENST00000374706.5;ENST00000605499.1;ENST00000715770.1;ENST00000811024.1;ENST00000811027.1;ENST00000811028.1;ENST00000811029.1;ENST00000890615.1;ENST00000937098.1;ENST00000937099.1;ENST00000937100.1;ENST00000937101.1;ENST00000944714.1;ENST00000944715.1;ENST00000944716.1;ENST00000944717.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000169554.24	ZEB2	52	52	29	ENST00000303660.8;ENST00000409487.7;ENST00000419938.5;ENST00000427278.8;ENST00000440875.6;ENST00000462355.2;ENST00000465070.5;ENST00000470879.5;ENST00000539609.7;ENST00000558170.6;ENST00000602006.6;ENST00000609842.5;ENST00000610265.1;ENST00000627532.3;ENST00000629520.2;ENST00000636026.2;ENST00000636413.1;ENST00000636471.1;ENST00000637045.1;ENST00000637304.1;ENST00000638007.1;ENST00000638128.1;ENST00000675069.1;ENST00000886176.1;ENST00000886177.1;ENST00000886178.1;ENST00000886179.1;ENST00000965901.1;ENST00000965902.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000101868.14	POLA1	51	51	10	ENST00000379059.7;ENST00000379068.8;ENST00000677890.1;ENST00000854652.1;ENST00000933041.1;ENST00000933042.1;ENST00000933043.1;ENST00000933044.1;ENST00000972056.1;ENST00000972057.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000164597.16	COG5	50	50	4	ENST00000297135.9;ENST00000347053.8;ENST00000393603.7;ENST00000889949.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000292998.2	MIR3171HG	50	50	5	ENST00000553392.5;ENST00000555797.1;ENST00000556890.1;ENST00000557399.1;ENST00000779400.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000165209.20	STRBP	50	50	22	ENST00000348403.10;ENST00000360998.3;ENST00000447404.6;ENST00000878273.1;ENST00000878274.1;ENST00000878275.1;ENST00000878276.1;ENST00000878277.1;ENST00000878278.1;ENST00000878279.1;ENST00000878280.1;ENST00000932652.1;ENST00000932653.1;ENST00000932654.1;ENST00000932655.1;ENST00000932656.1;ENST00000932657.1;ENST00000932658.1;ENST00000932659.1;ENST00000932660.1;ENST00000970350.1;ENST00000970351.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000106554.14	CHCHD3	49	49	11	ENST00000262570.10;ENST00000448878.6;ENST00000453078.1;ENST00000856659.1;ENST00000856660.1;ENST00000856661.1;ENST00000856662.1;ENST00000856663.1;ENST00000935578.1;ENST00000935579.1;ENST00000969750.1
sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	right_specific	intron	ENSG00000154229.13	PRKCA	49	49	4	ENST00000413366.8;ENST00000584715.5;ENST00000882063.1;ENST00000960436.1
