priority_rank	priority_level	comparison_scope	comparison_type	comparison_id	left_target_label	left_biosample_term_name	left_experiment_accession	left_selected_file_accession	right_target_label	right_biosample_term_name	right_experiment_accession	right_selected_file_accession	left_total_peaks	right_total_peaks	shared_left_peaks	shared_right_peaks	left_specific_peaks	right_specific_peaks	shared_pair_links	left_shared_fraction	right_shared_fraction	left_specific_fraction	right_specific_fraction	status	note
1	priority_1	sample	sample_same_target_diff_biosample	sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	160498	107504	42229	38330	118269	69174	44664	0.263112	0.356545	0.736888	0.643455	ok	shared_pairs=44664
