priority_rank	priority_level	comparison_scope	comparison_type	comparison_id	left_target_label	left_biosample_term_name	left_experiment_accession	left_selected_file_accession	right_target_label	right_biosample_term_name	right_experiment_accession	right_selected_file_accession	left_standardized_input_path	right_standardized_input_path	left_annotation_tsv_path	right_annotation_tsv_path	left_materialized_bed_path	right_materialized_bed_path	left_materialized_annotation_path	right_materialized_annotation_path	status	note
1	priority_1	sample	sample_same_target_diff_biosample	sample__TARDBP__HepG2__ENCSR187VEQ__ENCFF626XAA__VS__TARDBP__K562__ENCSR584TCR__ENCFF606RXB	TARDBP	HepG2	ENCSR187VEQ	ENCFF626XAA	TARDBP	K562	ENCSR584TCR	ENCFF606RXB	processed/peaks/standardized/TARDBP/HepG2/ENCSR187VEQ/ENCFF626XAA.standardized.bed	processed/peaks/standardized/TARDBP/K562/ENCSR584TCR/ENCFF606RXB.standardized.bed	processed/peaks/annotations/per_file/TARDBP/HepG2/ENCSR187VEQ/ENCFF626XAA.peak_region_annotations.tsv	processed/peaks/annotations/per_file/TARDBP/K562/ENCSR584TCR/ENCFF606RXB.peak_region_annotations.tsv	processed/peaks/comparison_sets/pairs/sample_TARDBP_HepG2_ENCSR187VEQ_ENCFF626XAA_VS_TARDBP_K562_ENCSR584TCR_ENCFF606RXB/left.standardized.bed	processed/peaks/comparison_sets/pairs/sample_TARDBP_HepG2_ENCSR187VEQ_ENCFF626XAA_VS_TARDBP_K562_ENCSR584TCR_ENCFF606RXB/right.standardized.bed	processed/peaks/comparison_sets/pairs/sample_TARDBP_HepG2_ENCSR187VEQ_ENCFF626XAA_VS_TARDBP_K562_ENCSR584TCR_ENCFF606RXB/left.annotations.tsv	processed/peaks/comparison_sets/pairs/sample_TARDBP_HepG2_ENCSR187VEQ_ENCFF626XAA_VS_TARDBP_K562_ENCSR584TCR_ENCFF606RXB/right.annotations.tsv	ok	materialized:left_bed=symlinked,right_bed=symlinked,left_ann=symlinked,right_ann=symlinked
